timestamp,cpu_percent,cpu_frequency,memory_percent,memory_available_gb,disk_read_mb,disk_write_mb,network_sent_mb,network_recv_mb
2025-07-28 22:04:37.026039,28.6,2400.0,29.68,11.25,2.69,1.09,1.37,1.09
2025-07-28 22:05:37.026039,8.12,2400.0,49.87,8.02,4.81,1.34,0.96,1.48
2025-07-28 22:06:37.026039,8.62,2400.0,49.1,8.14,1.33,0.19,1.24,0.27
2025-07-28 22:07:37.026039,82.1,2400.0,34.74,10.44,187.5,98.7,1.36,1.87
2025-07-28 22:08:37.026039,17.17,2400.0,29.01,11.36,3.26,2.36,0.43,0.8
2025-07-28 22:09:37.026039,22.7,2400.0,30.8,11.07,3.96,2.82,1.14,0.87
2025-07-28 22:10:37.026039,8.74,2400.0,27.45,11.61,0.81,0.8,0.15,1.0
2025-07-28 22:11:37.026039,27.6,2400.0,32.93,10.73,0.65,0.86,0.11,1.69
2025-07-28 22:12:37.026039,22.95,2400.0,46.4,8.58,1.88,1.61,0.65,1.72
2025-07-28 22:13:37.026039,24.67,2400.0,41.46,9.37,2.63,1.4,0.0,0.61
2025-07-28 22:14:37.026039,23.33,2400.0,39.94,9.61,2.83,0.73,1.85,1.53
2025-07-28 22:15:37.026039,13.69,2400.0,49.74,8.04,2.69,1.05,1.9,1.79
2025-07-28 22:16:37.026039,19.43,2400.0,25.83,11.87,4.63,1.97,1.95,0.91
2025-07-28 22:17:37.026039,16.53,2400.0,43.92,8.97,3.61,2.55,0.6,0.62
2025-07-28 22:18:37.026039,14.91,2400.0,35.18,10.37,0.09,1.07,0.67,1.57
2025-07-28 22:19:37.026039,28.74,2400.0,23.48,12.24,3.22,0.7,1.47,0.68
2025-07-28 22:20:37.026039,7.55,2400.0,37.84,9.95,3.86,2.42,1.49,1.08
2025-07-28 22:21:37.026039,12.33,2400.0,33.26,10.68,2.78,0.75,1.1,0.15
2025-07-28 22:22:37.026039,25.04,2400.0,27.74,11.56,4.81,2.94,0.65,0.87
2025-07-28 22:23:37.026039,12.9,2400.0,26.35,11.78,3.78,1.28,1.77,1.65
2025-07-28 22:24:37.026039,26.49,2400.0,21.75,12.52,4.96,1.62,1.41,1.18
2025-07-28 22:25:37.026039,29.15,2400.0,49.96,8.01,2.13,2.44,0.48,0.56
2025-07-28 22:26:37.026039,29.22,2400.0,25.7,11.89,0.59,2.76,1.14,0.76
2025-07-28 22:27:37.026039,25.83,2400.0,44.32,8.91,0.02,0.31,0.27,0.28
2025-07-28 22:28:37.026039,26.6,2400.0,48.58,8.23,4.33,0.68,1.37,0.86
2025-07-28 22:29:37.026039,10.77,2400.0,41.93,9.29,3.8,1.36,1.0,0.33
2025-07-28 22:30:37.026039,14.84,2400.0,20.22,12.76,1.33,2.86,0.09,1.11
2025-07-28 22:31:37.026039,10.97,2400.0,22.59,12.39,1.44,1.21,0.76,0.41
2025-07-28 22:32:37.026039,15.02,2400.0,42.09,9.27,3.85,0.72,1.95,1.05
2025-07-28 22:33:37.026039,20.78,2400.0,49.79,8.03,0.91,2.69,0.7,0.64
2025-07-28 22:34:37.026039,21.7,2400.0,35.71,10.29,1.04,0.31,0.4,1.54
2025-07-28 22:35:37.026039,23.53,2400.0,40.24,9.56,0.09,2.73,1.25,0.06
2025-07-28 22:36:37.026039,26.63,2400.0,35.16,10.37,0.52,2.5,0.78,0.24
2025-07-28 22:37:37.026039,8.79,2400.0,29.54,11.27,2.64,1.68,0.38,1.75
2025-07-28 22:38:37.026039,80.03,2400.0,80.43,3.13,91.07,54.91,296.89,32.54
2025-07-28 22:39:37.026039,10.71,2400.0,32.25,10.84,4.01,1.12,1.96,1.46
2025-07-28 22:40:37.026039,12.93,2400.0,37.29,10.03,3.38,2.15,1.68,1.49
2025-07-28 22:41:37.026039,14.89,2400.0,46.99,8.48,1.65,1.18,1.38,0.16
2025-07-28 22:42:37.026039,17.54,2400.0,49.42,8.09,1.88,0.73,1.05,0.45
2025-07-28 22:43:37.026039,29.92,2400.0,47.3,8.43,1.71,2.62,1.19,1.24
2025-07-28 22:44:37.026039,20.92,2400.0,20.95,12.65,2.25,2.67,1.88,1.6
2025-07-28 22:45:37.026039,14.66,2400.0,41.4,9.38,1.71,2.77,0.14,0.83
2025-07-28 22:46:37.026039,27.04,2400.0,27.07,11.67,0.0,1.7,0.37,1.47
2025-07-28 22:47:37.026039,17.83,2400.0,48.87,8.18,1.24,0.76,0.48,0.28
2025-07-28 22:48:37.026039,10.72,2400.0,22.76,12.36,4.26,1.87,0.29,0.77
2025-07-28 22:49:37.026039,29.54,2400.0,20.14,12.78,1.28,2.69,0.41,1.86
2025-07-28 22:50:37.026039,23.7,2400.0,39.42,9.69,4.11,2.93,0.56,1.15
2025-07-28 22:51:37.026039,14.57,2400.0,44.41,8.89,3.9,0.69,1.02,1.56
2025-07-28 22:52:37.026039,19.84,2400.0,40.2,9.57,3.12,2.12,1.87,0.35
2025-07-28 22:53:37.026039,11.65,2400.0,42.58,9.19,4.28,0.76,0.19,1.58
2025-07-28 22:54:37.026039,25.15,2400.0,39.9,9.62,4.55,1.75,1.32,0.59
2025-07-28 22:55:37.026039,19.72,2400.0,46.19,8.61,2.59,1.07,0.24,0.43
2025-07-28 22:56:37.026039,26.1,2400.0,23.9,12.18,2.88,1.4,1.19,1.44
2025-07-28 22:57:37.026039,22.61,2400.0,46.74,8.52,2.25,2.49,0.86,0.32
2025-07-28 22:58:37.026039,11.68,2400.0,44.98,8.8,2.39,2.8,1.62,1.47
2025-07-28 22:59:37.026039,14.26,2400.0,46.43,8.57,1.31,2.93,0.03,1.83
2025-07-28 23:00:37.026039,23.55,2400.0,48.2,8.29,2.96,0.27,0.24,0.89
2025-07-28 23:01:37.026039,18.38,2400.0,47.76,8.36,2.36,2.93,1.06,0.91
2025-07-28 23:02:37.026039,26.01,2400.0,36.7,10.13,2.17,0.34,1.9,0.08
2025-07-28 23:03:37.026039,23.79,2400.0,25.58,11.91,4.51,1.09,0.98,1.96
2025-07-28 23:04:37.026039,7.64,2400.0,43.46,9.05,1.6,2.21,1.37,1.91
2025-07-28 23:05:37.026039,27.51,2400.0,43.51,9.04,1.87,1.12,0.74,0.14
2025-07-28 23:06:37.026039,21.8,2400.0,23.85,12.18,1.18,2.1,0.79,0.9
2025-07-28 23:07:37.026039,12.41,2400.0,23.95,12.17,1.49,0.1,1.8,0.88
2025-07-28 23:08:37.026039,7.18,2400.0,47.09,8.47,1.63,1.03,0.25,0.43
2025-07-28 23:09:37.026039,7.91,2400.0,20.37,12.74,3.94,1.39,0.01,0.1
2025-07-28 23:10:37.026039,19.6,2400.0,25.9,11.86,0.4,2.14,1.37,1.8
2025-07-28 23:11:37.026039,15.82,2400.0,38.25,9.88,1.15,2.47,0.29,1.23
2025-07-28 23:12:37.026039,9.56,2400.0,43.71,9.01,2.01,2.24,1.9,1.59
2025-07-28 23:13:37.026039,25.08,2400.0,21.7,12.53,0.48,1.57,0.69,1.63
2025-07-28 23:14:37.026039,20.78,2400.0,26.61,11.74,1.5,1.06,1.86,1.74
2025-07-28 23:15:37.026039,13.42,2400.0,21.19,12.61,4.54,2.2,1.04,0.64
2025-07-28 23:16:37.026039,29.27,2400.0,44.45,8.89,2.37,2.67,0.24,1.92
2025-07-28 23:17:37.026039,12.17,2400.0,21.87,12.5,0.52,2.12,0.25,1.73
2025-07-28 23:18:37.026039,17.95,2400.0,41.73,9.32,1.6,0.83,1.69,1.67
2025-07-28 23:19:37.026039,25.08,2400.0,25.21,11.97,4.42,1.35,0.25,0.4
2025-07-28 23:20:37.026039,25.06,2400.0,28.7,11.41,3.03,1.03,1.26,1.64
2025-07-28 23:21:37.026039,14.12,2400.0,33.71,10.61,0.02,0.99,1.49,1.88
2025-07-28 23:22:37.026039,29.88,2400.0,46.79,8.51,0.58,2.56,1.45,1.39
2025-07-28 23:23:37.026039,7.89,2400.0,21.83,12.51,0.43,0.78,0.62,0.81
2025-07-28 23:24:37.026039,78.16,2400.0,83.48,2.64,113.92,89.21,157.2,38.95
2025-07-28 23:25:37.026039,24.15,2400.0,20.49,12.72,1.03,0.75,0.21,0.18
2025-07-28 23:26:37.026039,13.89,2400.0,25.54,11.91,2.19,1.21,1.37,0.93
2025-07-28 23:27:37.026039,14.17,2400.0,37.25,10.04,3.08,2.63,1.22,1.72
2025-07-28 23:28:37.026039,20.63,2400.0,23.92,12.17,2.46,1.38,0.18,1.17
2025-07-28 23:29:37.026039,19.5,2400.0,21.65,12.54,3.95,1.33,1.36,0.77
2025-07-28 23:30:37.026039,13.53,2400.0,23.95,12.17,1.57,1.47,0.35,1.01
2025-07-28 23:31:37.026039,24.5,2400.0,23.11,12.3,3.87,0.49,1.64,1.94
2025-07-28 23:32:37.026039,5.31,2400.0,31.53,10.96,1.28,0.36,1.21,0.09
2025-07-28 23:33:37.026039,12.44,2400.0,27.15,11.66,4.84,2.89,0.33,0.73
2025-07-28 23:34:37.026039,29.34,2400.0,45.99,8.64,2.98,0.35,0.85,0.02
2025-07-28 23:35:37.026039,27.13,2400.0,35.56,10.31,1.21,2.97,1.16,1.22
2025-07-28 23:36:37.026039,25.57,2400.0,34.63,10.46,0.75,2.38,0.56,1.73
2025-07-28 23:37:37.026039,23.17,2400.0,21.32,12.59,3.63,2.23,1.05,0.66
2025-07-28 23:38:37.026039,25.96,2400.0,34.63,10.46,3.45,0.71,0.61,1.49
2025-07-28 23:39:37.026039,15.01,2400.0,22.75,12.36,2.41,0.39,0.71,0.23
2025-07-28 23:40:37.026039,12.49,2400.0,29.43,11.29,1.62,0.11,0.24,0.95
2025-07-28 23:41:37.026039,89.68,2400.0,79.87,3.22,153.81,80.31,172.51,39.1
2025-07-28 23:42:37.026039,22.37,2400.0,47.98,8.32,4.3,2.63,0.3,0.02
2025-07-28 23:43:37.026039,17.11,2400.0,24.24,12.12,0.42,1.63,1.16,1.92
2025-07-28 23:44:37.026039,17.24,2400.0,26.27,11.8,1.14,2.56,0.58,1.17
2025-07-28 23:45:37.026039,6.46,2400.0,49.59,8.07,1.76,2.29,1.98,0.98
2025-07-28 23:46:37.026039,23.66,2400.0,37.58,9.99,1.43,1.38,0.48,0.72
2025-07-28 23:47:37.026039,14.59,2400.0,33.92,10.57,1.96,1.71,0.51,0.94
2025-07-28 23:48:37.026039,27.61,2400.0,37.65,9.98,0.42,2.28,1.0,0.22
2025-07-28 23:49:37.026039,13.03,2400.0,20.22,12.76,0.36,2.54,1.44,0.92
2025-07-28 23:50:37.026039,24.21,2400.0,31.31,10.99,4.29,2.84,1.52,1.61
2025-07-28 23:51:37.026039,7.54,2400.0,45.01,8.8,1.93,0.56,0.15,0.61
2025-07-28 23:52:37.026039,27.69,2400.0,44.53,8.88,0.02,0.64,0.61,1.18
2025-07-28 23:53:37.026039,17.02,2400.0,24.89,12.02,1.09,1.05,0.8,1.79
2025-07-28 23:54:37.026039,29.33,2400.0,42.18,9.25,1.9,0.71,1.13,1.56
2025-07-28 23:55:37.026039,80.02,2400.0,78.71,3.41,78.95,55.76,286.81,35.72
2025-07-28 23:56:37.026039,23.08,2400.0,39.13,9.74,0.47,0.08,1.07,0.81
2025-07-28 23:57:37.026039,14.71,2400.0,40.18,9.57,4.67,1.02,1.46,0.35
2025-07-28 23:58:37.026039,9.71,2400.0,42.35,9.22,1.82,0.23,0.64,0.91
2025-07-28 23:59:37.026039,13.39,2400.0,47.68,8.37,4.93,1.33,0.19,1.62
2025-07-29 00:00:37.026039,12.64,2400.0,33.26,10.68,1.77,0.54,0.75,1.59
2025-07-29 00:01:37.026039,28.23,2400.0,34.41,10.49,1.79,1.3,1.86,1.16
2025-07-29 00:02:37.026039,7.82,2400.0,23.51,12.24,1.54,2.81,0.7,0.41
2025-07-29 00:03:37.026039,24.86,2400.0,41.2,9.41,3.7,2.91,1.16,0.3
2025-07-29 00:04:37.026039,29.08,2400.0,44.41,8.89,2.52,2.98,0.25,0.32
2025-07-29 00:05:37.026039,17.06,2400.0,48.05,8.31,1.98,0.95,0.22,1.94
2025-07-29 00:06:37.026039,28.39,2400.0,36.01,10.24,2.24,2.28,0.98,1.88
2025-07-29 00:07:37.026039,19.34,2400.0,26.15,11.82,3.47,0.88,0.07,0.03
2025-07-29 00:08:37.026039,27.75,2400.0,42.25,9.24,2.51,0.52,0.68,1.86
2025-07-29 00:09:37.026039,19.99,2400.0,20.34,12.75,3.78,0.56,1.1,1.09
2025-07-29 00:10:37.026039,80.8,2400.0,73.88,4.18,73.64,81.52,286.42,48.0
2025-07-29 00:11:37.026039,8.63,2400.0,45.87,8.66,3.34,1.78,0.69,0.64
2025-07-29 00:12:37.026039,19.99,2400.0,21.07,12.63,1.58,2.03,0.04,0.24
2025-07-29 00:13:37.026039,7.38,2400.0,28.93,11.37,1.13,1.56,1.03,1.25
2025-07-29 00:14:37.026039,24.03,2400.0,25.98,11.84,1.19,2.19,1.02,0.34
2025-07-29 00:15:37.026039,10.94,2400.0,38.23,9.88,0.09,1.13,0.16,0.69
2025-07-29 00:16:37.026039,11.46,2400.0,43.72,9.0,3.15,2.26,0.71,1.19
2025-07-29 00:17:37.026039,6.78,2400.0,31.99,10.88,2.44,1.3,0.76,1.51
2025-07-29 00:18:37.026039,13.31,2400.0,39.26,9.72,2.41,0.02,0.25,1.16
2025-07-29 00:19:37.026039,22.14,2400.0,27.09,11.67,1.69,0.55,1.73,1.19
2025-07-29 00:20:37.026039,29.67,2400.0,39.71,9.65,2.55,1.9,1.29,1.84
2025-07-29 00:21:37.026039,86.01,2400.0,72.87,4.34,161.02,49.44,279.87,23.61
2025-07-29 00:22:37.026039,10.21,2400.0,20.3,12.75,1.74,0.0,1.47,1.28
2025-07-29 00:23:37.026039,10.57,2400.0,27.37,11.62,3.55,1.07,1.17,0.88
2025-07-29 00:24:37.026039,11.74,2400.0,35.7,10.29,2.28,2.14,0.44,1.38
2025-07-29 00:25:37.026039,28.39,2400.0,36.09,10.23,0.58,1.16,1.52,0.29
2025-07-29 00:26:37.026039,14.18,2400.0,21.53,12.56,2.23,2.99,0.2,0.79
2025-07-29 00:27:37.026039,10.67,2400.0,23.21,12.29,2.52,0.37,1.7,0.31
2025-07-29 00:28:37.026039,14.27,2400.0,48.2,8.29,1.69,1.34,0.92,1.64
2025-07-29 00:29:37.026039,10.56,2400.0,32.21,10.85,0.24,2.78,0.28,1.57
2025-07-29 00:30:37.026039,21.25,2400.0,23.22,12.28,2.07,0.19,1.97,0.86
2025-07-29 00:31:37.026039,5.41,2400.0,43.71,9.01,4.55,2.59,0.78,0.38
2025-07-29 00:32:37.026039,19.76,2400.0,38.43,9.85,4.24,1.93,1.57,0.04
2025-07-29 00:33:37.026039,18.94,2400.0,23.86,12.18,4.77,1.11,0.72,0.76
2025-07-29 00:34:37.026039,19.31,2400.0,20.32,12.75,2.83,2.66,0.71,0.56
2025-07-29 00:35:37.026039,20.23,2400.0,49.72,8.04,0.79,1.96,0.98,0.16
2025-07-29 00:36:37.026039,25.69,2400.0,24.42,12.09,1.3,1.9,1.58,0.49
2025-07-29 00:37:37.026039,17.32,2400.0,22.45,12.41,0.58,1.15,0.32,1.06
2025-07-29 00:38:37.026039,11.89,2400.0,27.16,11.65,2.74,0.78,1.48,1.17
2025-07-29 00:39:37.026039,11.47,2400.0,32.18,10.85,4.69,0.44,1.55,1.59
2025-07-29 00:40:37.026039,13.36,2400.0,38.02,9.92,4.91,2.21,1.96,1.81
2025-07-29 00:41:37.026039,26.51,2400.0,37.45,10.01,2.32,2.4,1.44,0.84
2025-07-29 00:42:37.026039,26.18,2400.0,28.5,11.44,4.84,2.83,0.61,0.47
2025-07-29 00:43:37.026039,17.08,2400.0,42.9,9.14,2.89,0.73,0.74,1.81
2025-07-29 00:44:37.026039,18.08,2400.0,22.0,12.48,3.35,1.41,0.39,1.34
2025-07-29 00:45:37.026039,12.29,2400.0,24.72,12.04,2.45,2.74,1.22,0.45
2025-07-29 00:46:37.026039,20.3,2400.0,47.94,8.33,2.96,1.6,0.61,1.92
2025-07-29 00:47:37.026039,28.7,2400.0,33.09,10.71,1.56,1.69,1.18,0.26
2025-07-29 00:48:37.026039,26.28,2400.0,47.67,8.37,2.13,1.38,1.22,0.88
2025-07-29 00:49:37.026039,20.4,2400.0,38.72,9.8,0.37,0.32,0.76,1.37
2025-07-29 00:50:37.026039,86.03,2400.0,79.64,3.26,117.88,29.26,89.17,13.35
2025-07-29 00:51:37.026039,9.29,2400.0,41.03,9.44,0.4,1.61,0.88,0.41
2025-07-29 00:52:37.026039,16.47,2400.0,48.38,8.26,3.0,1.52,0.33,0.16
2025-07-29 00:53:37.026039,21.54,2400.0,36.58,10.15,4.08,1.21,0.35,1.16
2025-07-29 00:54:37.026039,26.13,2400.0,45.26,8.76,1.68,0.25,1.11,0.43
2025-07-29 00:55:37.026039,29.76,2400.0,31.06,11.03,2.04,0.26,0.98,1.07
2025-07-29 00:56:37.026039,24.92,2400.0,38.62,9.82,1.16,2.3,0.54,1.56
2025-07-29 00:57:37.026039,5.38,2400.0,31.28,11.0,4.88,2.23,1.61,0.41
2025-07-29 00:58:37.026039,19.71,2400.0,46.0,8.64,0.86,1.41,0.54,0.72
2025-07-29 00:59:37.026039,12.53,2400.0,37.97,9.92,3.24,1.78,1.09,0.26
2025-07-29 01:00:37.026039,22.11,2400.0,36.1,10.22,1.14,1.58,1.83,0.94
2025-07-29 01:01:37.026039,20.82,2400.0,23.24,12.28,4.93,1.01,1.28,1.9
2025-07-29 01:02:37.026039,24.0,2400.0,48.62,8.22,3.87,2.73,1.74,0.47
2025-07-29 01:03:37.026039,23.91,2400.0,22.13,12.46,3.87,2.25,1.31,0.24
2025-07-29 01:04:37.026039,13.16,2400.0,43.33,9.07,1.51,2.04,1.91,0.13
2025-07-29 01:05:37.026039,14.63,2400.0,44.65,8.86,3.27,1.66,0.83,1.57
2025-07-29 01:06:37.026039,28.4,2400.0,37.41,10.01,0.7,1.26,0.7,1.85
2025-07-29 01:07:37.026039,22.1,2400.0,47.28,8.44,1.49,0.36,1.37,1.73
2025-07-29 01:08:37.026039,22.85,2400.0,24.4,12.1,4.75,0.39,1.9,0.04
2025-07-29 01:09:37.026039,28.19,2400.0,39.48,9.68,4.93,1.78,1.1,1.43
2025-07-29 01:10:37.026039,7.0,2400.0,30.22,11.16,1.01,2.11,0.55,0.76
2025-07-29 01:11:37.026039,27.87,2400.0,40.79,9.47,0.18,1.96,1.28,0.48
2025-07-29 01:12:37.026039,24.33,2400.0,25.24,11.96,4.65,1.7,1.26,1.33
2025-07-29 01:13:37.026039,27.57,2400.0,39.85,9.62,1.49,2.3,1.95,1.17
2025-07-29 01:14:37.026039,25.5,2400.0,30.43,11.13,1.73,1.6,1.01,1.17
2025-07-29 01:15:37.026039,8.19,2400.0,23.16,12.29,1.5,1.8,0.63,1.0
2025-07-29 01:16:37.026039,8.65,2400.0,20.27,12.76,1.24,2.06,1.5,0.15
2025-07-29 01:17:37.026039,28.81,2400.0,49.79,8.03,3.85,1.52,1.55,0.0
2025-07-29 01:18:37.026039,12.0,2400.0,20.08,12.79,3.62,1.0,1.18,1.18
2025-07-29 01:19:37.026039,16.58,2400.0,30.51,11.12,4.01,1.05,0.45,1.34
2025-07-29 01:20:37.026039,14.11,2400.0,36.56,10.15,4.22,0.47,1.73,0.98
2025-07-29 01:21:37.026039,14.44,2400.0,33.42,10.65,1.31,1.04,1.58,1.99
2025-07-29 01:22:37.026039,22.41,2400.0,34.19,10.53,4.66,2.18,1.0,1.84
2025-07-29 01:23:37.026039,9.71,2400.0,47.66,8.37,2.0,2.74,0.24,0.51
2025-07-29 01:24:37.026039,20.34,2400.0,22.15,12.46,4.52,1.07,1.71,1.34
2025-07-29 01:25:37.026039,15.4,2400.0,32.76,10.76,4.13,0.01,1.66,1.36
2025-07-29 01:26:37.026039,14.0,2400.0,22.23,12.44,3.83,1.68,0.55,0.19
2025-07-29 01:27:37.026039,18.85,2400.0,48.97,8.16,3.77,1.92,1.62,0.13
2025-07-29 01:28:37.026039,12.27,2400.0,35.86,10.26,4.68,2.0,1.53,0.59
2025-07-29 01:29:37.026039,28.51,2400.0,48.44,8.25,0.24,0.76,1.08,1.02
